,time_code,emotion_values.disgust,emotion_values.joy,emotion_values.grief,emotion_values.outofbreath,emotion_values.pain,emotion_values.anger,emotion_values.amazement,emotion_values.cheekiness,emotion_values.sadness,emotion_values.fear
0,0.03331249952316284,0.0,0.021448452025651932,0.0,0.0,0.0,0.01966371014714241,0.0,0.0,0.0,0.013385433703660965
1,0.06662499904632568,0.0,0.02244938164949417,0.0,0.0,0.0,0.020581349730491638,0.0,0.0,0.0,0.014010087586939335
2,0.10000000149011612,0.0,0.02408423088490963,0.0,0.0,0.0,0.022080162540078163,0.0,0.0,0.0,0.01503035519272089
3,0.13331249356269836,0.0,0.02610054612159729,0.0,0.0,0.0,0.023928698152303696,0.0,0.0,0.0,0.01628868468105793
4,0.1666249930858612,0.0,0.028325755149126053,0.0,0.0,0.0,0.025968749076128006,0.0,0.0,0.0,0.01767738163471222
5,0.20000000298023224,0.0,0.03064294345676899,0.0,0.0,0.0,0.028093118220567703,0.0,0.0,0.0,0.01912347786128521
6,0.23331250250339508,0.0,0.03297387808561325,0.0,0.0,0.0,0.030230091884732246,0.0,0.0,0.0,0.020578153431415558
7,0.26662498712539673,0.0,0.035267170518636703,0.0,0.0,0.0,0.032332561910152435,0.0,0.0,0.0,0.022009342908859253
8,0.30000001192092896,0.0,0.03749001398682594,0.0,0.0,0.0,0.034370437264442444,0.0,0.0,0.0,0.023396560922265053
9,0.3333125114440918,0.0,0.039622366428375244,0.0,0.0,0.0,0.036325354129076004,0.0,0.0,0.0,0.024727309122681618
10,0.36662501096725464,0.0,0.04165295138955116,0.0,0.0,0.0,0.038186974823474884,0.0,0.0,0.0,0.025994544848799706
11,0.4000000059604645,0.0045975614339113235,0.04214654117822647,0.0,0.0,0.0,0.03863949328660965,0.0,0.0,0.000755195040255785,0.026607774198055267
12,0.4333125054836273,0.012106911279261112,0.041626088321208954,0.0,0.0,0.0,0.03816234692931175,0.0,0.0,0.0019886803347617388,0.02678144909441471
13,0.46662500500679016,0.021368442103266716,0.04045353829860687,0.0,0.0,0.0,0.03708736598491669,0.0,0.0,0.003509978763759136,0.026664478704333305
14,0.499937504529953,0.03158950060606003,0.03887840360403061,0.0,0.0,0.0,0.03564329445362091,0.0,0.0,0.0051888893358409405,0.026359958574175835
15,0.5333124995231628,0.04223303124308586,0.037071745842695236,0.0,0.0,0.0,0.03398697078227997,0.0,0.0,0.006937194615602493,0.02593899704515934
16,0.5666249990463257,0.052939705550670624,0.035149961709976196,0.0,0.0,0.0,0.032225098460912704,0.0,0.0,0.008695872500538826,0.02545037679374218
17,0.6000000238418579,0.06347350031137466,0.03319139778614044,0.0,0.0,0.0,0.030429508537054062,0.0,0.0,0.010426152497529984,0.024927327409386635
18,0.6333125233650208,0.07368367165327072,0.031247973442077637,0.0,0.0,0.0,0.02864779904484749,0.0,0.0,0.012103274464607239,0.024392247200012207
19,0.6666250228881836,0.08347820490598679,0.0293533094227314,0.0,0.0,0.0,0.02691079117357731,0.0,0.0,0.013712123967707157,0.023860005661845207
20,0.699999988079071,0.09280529618263245,0.027528397738933563,0.0,0.0,0.0,0.025237729772925377,0.0,0.0,0.015244190581142902,0.023340264335274696
21,0.7333124876022339,0.10164044797420502,0.025785554200410843,0.0,0.0,0.0,0.02363990992307663,0.0,0.0,0.016695452854037285,0.022839084267616272
22,0.7666249871253967,0.11136510968208313,0.024131184443831444,0.0,0.0,0.0,0.022123200818896294,0.0,0.0,0.017316855490207672,0.022057391703128815
23,0.800000011920929,0.1214764192700386,0.02256770431995392,0.0,0.0,0.0,0.020689820870757103,0.0,0.0,0.01738365739583969,0.02110806666314602
24,0.8333125114440918,0.13163810968399048,0.021094879135489464,0.0,0.0,0.0,0.01933955028653145,0.0,0.0,0.017086783424019814,0.020068205893039703
25,0.8666250109672546,0.14162948727607727,0.019710736349225044,0.0,0.0,0.0,0.018070582300424576,0.0,0.0,0.016558246687054634,0.018989993259310722
26,0.8999375104904175,0.1513097882270813,0.018412213772535324,0.0,0.0,0.0,0.016880111768841743,0.0,0.0,0.015888923779129982,0.017908288165926933
27,0.9333124756813049,0.1605932116508484,0.017195602878928185,0.0,0.0,0.0,0.015764735639095306,0.0,0.0,0.015141010284423828,0.016845937818288803
28,0.9666249752044678,0.1694316864013672,0.016056837514042854,0.0,0.0,0.0,0.014720727689564228,0.0,0.0,0.014356709085404873,0.01581747643649578
29,1.0,0.1778026968240738,0.014991706237196922,0.0,0.0,0.0,0.013744228519499302,0.0,0.0,0.013564319349825382,0.0148317264392972
30,1.0333125591278076,0.18570086359977722,0.013995987363159657,0.0,0.0,0.0,0.012831364758312702,0.0,0.0,0.012782493606209755,0.013893595896661282
31,1.0666249990463257,0.1931321620941162,0.01306553091853857,0.0,0.0,0.0,0.0119783328846097,0.0,0.0,0.012023205868899822,0.013005340471863747
32,1.100000023841858,0.2001097947359085,0.012196323834359646,0.0,0.0,0.0,0.011181451380252838,0.0,0.0,0.01129382848739624,0.012167432345449924
33,1.133312463760376,0.2063165158033371,0.011384513229131699,0.0,0.0,0.0,0.010437194257974625,0.0,0.0,0.010831732302904129,0.011435518972575665
34,1.1666250228881836,0.2118954211473465,0.010626440867781639,0.0,0.0,0.0,0.009742201305925846,0.0,0.0,0.010553502477705479,0.010787494480609894
35,1.2000000476837158,0.2169525921344757,0.0099186385050416,0.0,0.0,0.0,0.00909329578280449,0.0,0.0,0.010400963015854359,0.010207234881818295
36,1.2333124876022339,0.22156774997711182,0.009257834404706955,0.0,0.0,0.0,0.008487478829920292,0.0,0.0,0.01033359207212925,0.009682856500148773
37,1.2666250467300415,0.22580181062221527,0.008640951476991177,0.0,0.0,0.0,0.00792192853987217,0.0,0.0,0.010323211550712585,0.009205472655594349
38,1.2999999523162842,0.22970221936702728,0.00806510355323553,0.0,0.0,0.0,0.007393996696919203,0.0,0.0,0.010350273922085762,0.00876834150403738
39,1.3333125114440918,0.2333066314458847,0.007527580019086599,0.0,0.0,0.0,0.006901201792061329,0.0,0.0,0.010401256382465363,0.00836624950170517
40,1.3666249513626099,0.23664556443691254,0.007025846745818853,0.0,0.0,0.0,0.006441218312829733,0.0,0.0,0.010466847568750381,0.007995093241333961
41,1.399999976158142,0.23974427580833435,0.006557530723512173,0.0,0.0,0.0,0.006011871621012688,0.0,0.0,0.010540670715272427,0.007651570253074169
42,1.4333125352859497,0.24262407422065735,0.006120413541793823,0.0,0.0,0.0,0.005611127708107233,0.0,0.0,0.01061839610338211,0.007332971785217524
43,1.4666249752044678,0.24530324339866638,0.005712422076612711,0.0,0.0,0.0,0.0052370852790772915,0.0,0.0,0.010697117075324059,0.007037029135972261
44,1.4999375343322754,0.24607369303703308,0.005331619177013636,0.0,0.0,0.0,0.004887969233095646,0.0,0.0,0.012115723453462124,0.006891132332384586
45,1.5333125591278076,0.2455817312002182,0.004976195748895407,0.0,0.0,0.0,0.004562120418995619,0.0,0.0,0.0143813481554389,0.006846182513982058
46,1.5666249990463257,0.2442748099565506,0.004644461907446384,0.0,0.0,0.0,0.004257990978658199,0.0,0.0,0.01715504750609398,0.00686808442696929
47,1.600000023841858,0.24246160686016083,0.004334839526563883,0.0,0.0,0.0,0.00397413270547986,0.0,0.0,0.020205214619636536,0.0069332243874669075
48,1.633312463760376,0.24035386741161346,0.004045856650918722,0.0,0.0,0.0,0.0037091958802193403,0.0,0.0,0.023375002667307854,0.007025310304015875
49,1.6666250228881836,0.23809587955474854,0.0037761370185762644,0.0,0.0,0.0,0.0034619199577718973,0.0,0.0,0.02655954845249653,0.0071331593208014965
50,1.7000000476837158,0.2357848733663559,0.0035243977326899767,0.0,0.0,0.0,0.0032311282120645046,0.0,0.0,0.02969004586338997,0.007249149493873119
51,1.7333124876022339,0.23348544538021088,0.0032894397154450417,0.0,0.0,0.0,0.003015721682459116,0.0,0.0,0.03272262215614319,0.007368139456957579
52,1.7666250467300415,0.23123957216739655,0.003070145146921277,0.0,0.0,0.0,0.0028146749828010798,0.0,0.0,0.035630568861961365,0.007486709393560886
53,1.7999999523162842,0.229073628783226,0.002865470014512539,0.0,0.0,0.0,0.002627030713483691,0.0,0.0,0.03839893639087677,0.0076026334427297115
54,1.8333125114440918,0.22700320184230804,0.0026744394563138485,0.0,0.0,0.0,0.002451895968988538,0.0,0.0,0.04102073609828949,0.007714509963989258
55,1.8666249513626099,0.22241052985191345,0.002496144035831094,0.0,0.0,0.0,0.0022884367499500513,0.0,0.0,0.044778089970350266,0.008197690360248089
56,1.8999375104904175,0.2162618488073349,0.0023297348525375128,0.0,0.0,0.0,0.0021358744706958532,0.0,0.0,0.04920218884944916,0.008913793601095676
57,1.9333125352859497,0.2092195302248001,0.0021744193509221077,0.0,0.0,0.0,0.001993483165279031,0.0,0.0,0.05397341400384903,0.009767749346792698
58,1.9666249752044678,0.2017342448234558,0.0020294582936912775,0.0,0.0,0.0,0.0018605844816192985,0.0,0.0,0.058876000344753265,0.010694690980017185
59,2.0,0.1941092163324356,0.0018941612215712667,0.0,0.0,0.0,0.0017365457024425268,0.0,0.0,0.06376636028289795,0.011650776490569115
60,2.0333125591278076,0.18654543161392212,0.0017678840085864067,0.0,0.0,0.0,0.001620776136405766,0.0,0.0,0.06855092197656631,0.012606781907379627
61,2.0666251182556152,0.17917290329933167,0.001650025020353496,0.0,0.0,0.0,0.0015127244405448437,0.0,0.0,0.07317067682743073,0.013543614186346531
62,2.0999999046325684,0.17207281291484833,0.0015400233678519726,0.0,0.0,0.0,0.0014118761755526066,0.0,0.0,0.07759035378694534,0.014449183829128742
63,2.133312463760376,0.16529269516468048,0.0014373550657182932,0.0,0.0,0.0,0.0013177511282265186,0.0,0.0,0.08179092407226562,0.015316217206418514
64,2.1666250228881836,0.15885722637176514,0.0013415315188467503,0.0,0.0,0.0,0.0012299010995775461,0.0,0.0,0.0857643410563469,0.016140732914209366
65,2.200000047683716,0.15277566015720367,0.0012520960299298167,0.0,0.0,0.0,0.0011479078093543649,0.0,0.0,0.08950987458229065,0.01692098192870617
66,2.2333126068115234,0.147292360663414,0.0020525113213807344,0.0,0.0,0.0,0.0010713805677369237,0.0,0.0,0.09175343811511993,0.017092322930693626
67,2.266624927520752,0.14230960607528687,0.003418287727981806,0.0,0.0,0.0,0.000999955227598548,0.0,0.0,0.0929708480834961,0.016862420365214348
68,2.299999952316284,0.13775351643562317,0.005126117262989283,0.0,0.0,0.0,0.0009332915651611984,0.0,0.0,0.09349347651004791,0.016374967992305756
69,2.333312511444092,0.13356731832027435,0.007023265119642019,0.0,0.0,0.0,0.000871072115842253,0.0,0.0,0.09355174005031586,0.01572900079190731
70,2.3666250705718994,0.1297064870595932,0.009006158448755741,0.0,0.0,0.0,0.0008130006608553231,0.0,0.0,0.09330545365810394,0.014992388896644115
71,2.4000000953674316,0.1261354684829712,0.01100541464984417,0.0,0.0,0.0,0.0007588005973957479,0.0,0.0,0.09286511689424515,0.014211286790668964
72,2.43331241607666,0.12282519787549973,0.012975375168025494,0.0,0.0,0.0,0.000708213890902698,0.0,0.0,0.09230681508779526,0.013416741974651814
73,2.4666249752044678,0.11975149065256119,0.014886797405779362,0.0,0.0,0.0,0.0006609996198676527,0.0,0.0,0.09168259799480438,0.012629305012524128
74,2.4999375343322754,0.11689382046461105,0.01672174595296383,0.0,0.0,0.0,0.0006169329863041639,0.0,0.0,0.09102780371904373,0.011862260289490223
75,2.5333125591278076,0.11423444747924805,0.018470032140612602,0.0,0.0,0.0,0.0005758040933869779,0.0,0.0,0.09036612510681152,0.011123878881335258
76,2.5666251182556152,0.1117577999830246,0.02012673392891884,0.0,0.0,0.0,0.0005374171887524426,0.0,0.0,0.0897131860256195,0.01041899248957634
77,2.5999999046325684,0.11106371879577637,0.021630244329571724,0.0,0.0,0.0,0.000501589325722307,0.0,0.0,0.08842562884092331,0.00975008588284254
78,2.633312463760376,0.11154810339212418,0.02300359681248665,0.0,0.0,0.0,0.0004681500431615859,0.0,0.0,0.08674920350313187,0.009118066169321537
79,2.6666250228881836,0.1127927377820015,0.024264449253678322,0.0,0.0,0.0,0.0004369400267023593,0.0,0.0,0.08485224097967148,0.00852278433740139
80,2.700000047683716,0.11450917273759842,0.025426583364605904,0.0,0.0,0.0,0.0004078107012901455,0.0,0.0,0.08284913748502731,0.007963411509990692
81,2.7333126068115234,0.11649953573942184,0.02650097757577896,0.0,0.0,0.0,0.00038062332896515727,0.0,0.0,0.08081674575805664,0.0074386862106621265
82,2.766624927520752,0.11862904578447342,0.027496561408042908,0.0,0.0,0.0,0.00035524842678569257,0.0,0.0,0.07880587875843048,0.006947092246264219
83,2.799999952316284,0.12080688774585724,0.028420744463801384,0.0,0.0,0.0,0.0003315651847515255,0.0,0.0,0.07684928178787231,0.006486976053565741
84,2.833312511444092,0.12297273427248001,0.029279792681336403,0.0,0.0,0.0,0.00030946085462346673,0.0,0.0,0.07496727257966995,0.006056627258658409
85,2.8666250705718994,0.1250874400138855,0.030079109594225883,0.0,0.0,0.0,0.00028883013874292374,0.0,0.0,0.07317163795232773,0.005654333159327507
86,2.899937391281128,0.12712642550468445,0.030823413282632828,0.0,0.0,0.0,0.0002695747825782746,0.0,0.0,0.07146834582090378,0.005278414115309715
87,2.93331241607666,0.12907516956329346,0.03151689097285271,0.0,0.0,0.0,0.0002516031381674111,0.0,0.0,0.06985944509506226,0.0049272459000349045
88,2.9666249752044678,0.12883511185646057,0.032503943890333176,0.0,0.0,0.0,0.0002348295965930447,0.0,0.0,0.06864394247531891,0.00459927087649703
89,3.0,0.12716983258724213,0.0336630642414093,0.0,0.0,0.0,0.00021917429694440216,0.0,0.0,0.06770975142717361,0.004293008241802454
90,3.0333125591278076,0.12460672110319138,0.034911420196294785,0.0,0.0,0.0,0.00020456267520785332,0.0,0.0,0.06697805225849152,0.004007056821137667
91,3.0666251182556152,0.12150828540325165,0.036193110048770905,0.0,0.0,0.0,0.00019092515867669135,0.0,0.0,0.06639327108860016,0.0037400939036160707
92,3.0999999046325684,0.11812207847833633,0.03747094050049782,0.0,0.0,0.0,0.0001781968167051673,0.0,0.0,0.06591618061065674,0.003490876406431198
93,3.133312463760376,0.11461556702852249,0.03872069716453552,0.0,0.0,0.0,0.00016631702601443976,0.0,0.0,0.06551898270845413,0.0032582369167357683
94,3.1666250228881836,0.11110060662031174,0.03992711380124092,0.0,0.0,0.0,0.0001552292233100161,0.0,0.0,0.0651819258928299,0.0030410808976739645
95,3.200000047683716,0.10765042155981064,0.04108108952641487,0.0,0.0,0.0,0.00014488061424344778,0.0,0.0,0.06489090621471405,0.0028383841272443533
96,3.2333126068115234,0.10431154817342758,0.0421777218580246,0.0,0.0,0.0,0.00013522191147785634,0.0,0.0,0.06463578343391418,0.002649187808856368
97,3.266624927520752,0.10111219435930252,0.04321495443582535,0.0,0.0,0.0,0.0001262071164092049,0.0,0.0,0.06440921127796173,0.0024725955445319414